"old_url","new_path","type"
"https://www.paulcee.co.uk/blog/?beach-metal-detecting-gold-and-silver-rings","/blog/beach-metal-detecting-gold-and-silver-rings/","post"
"https://www.paulcee.co.uk/blog/?ring-recovery-bournemouth-beach-detecting","/blog/ring-recovery-bournemouth-beach-detecting/","post"
"https://www.paulcee.co.uk/blog/?ctx3030-17inch-coil-deep-coins-wetsand-metal-detecting","/blog/ctx3030-17inch-coil-deep-coins-wetsand-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?beach-detecting-lincolnshire","/blog/beach-detecting-lincolnshire/","post"
"https://www.paulcee.co.uk/blog/?ctx3030-is-a-deep-searching-detector","/blog/ctx3030-is-a-deep-searching-detector/","post"
"https://www.paulcee.co.uk/blog/?brigg-and-barton-bike-night-2017","/blog/brigg-and-barton-bike-night-2017/","post"
"https://www.paulcee.co.uk/blog/?skegness-beach-metal-detecting","/blog/skegness-beach-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?garrett-seahunter-mkii-beach-metal-detecting","/blog/garrett-seahunter-mkii-beach-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?ctx3030-17inch-coil-gold-and-coins-on-the-beach-metal-detecting","/blog/ctx3030-17inch-coil-gold-and-coins-on-the-beach-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?metal-detecting-beaches-the-true-reality","/blog/metal-detecting-beaches-the-true-reality/","post"
"https://www.paulcee.co.uk/blog/?mobile-phone-from-the-beach-metal-detecting","/blog/mobile-phone-from-the-beach-metal-detecting/","post"
