"old_url","new_path","type"
"https://www.paulcee.co.uk/blog/?where-to-find-gold-beach-detecting","/blog/where-to-find-gold-beach-detecting/","post"
"https://www.paulcee.co.uk/blog/?where-to-look-for-treasure","/blog/where-to-look-for-treasure/","post"
"https://www.paulcee.co.uk/blog/?rare-find-again","/blog/rare-find-again/","post"
"https://www.paulcee.co.uk/blog/?rare-coin-beach-detecting","/blog/rare-coin-beach-detecting/","post"
"https://www.paulcee.co.uk/blog/?ctx3030-silver-coins-beach-detecting-1","/blog/ctx3030-silver-coins-beach-detecting-1/","post"
"https://www.paulcee.co.uk/blog/?x-terra-305-review-finding-a-ring-beach-metal-detecting","/blog/x-terra-305-review-finding-a-ring-beach-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?etrac-metal-detecting-beaches","/blog/etrac-metal-detecting-beaches/","post"
"https://www.paulcee.co.uk/blog/?x-terra-305-beach-detecting","/blog/x-terra-305-beach-detecting/","post"
"https://www.paulcee.co.uk/blog/?garrett-seahunter-beach-metal-detecting","/blog/garrett-seahunter-beach-metal-detecting/","post"
"https://www.paulcee.co.uk/blog/?treasure-hunting-with-the-ctx3030","/blog/treasure-hunting-with-the-ctx3030/","post"
"https://www.paulcee.co.uk/blog/?ctx-3030-beach-metal-detecting","/blog/ctx-3030-beach-metal-detecting/","post"
